title,sub,author,cat,type,price,pages,blurb,desc,drive_url,cover_image,badge,bg,fg,ac,pat
Jiban Pathe,A free public domain Bengali Literature book,Ray Kamini,Bengali Literature,free,0,312,Book Source: Digital Library of India Item 2015.355580 dc.contributor.author: Ray Kamini dc.date.accessioned: 2015-08-27T18:34:45Z dc.date.available: 2015-08-27...,<p>Book Source: Digital Library of India Item 2015.355580 dc.contributor.author: Ray Kamini dc.date.accessioned: 2015-08-27T18:34:45Z dc.date.available: 2015-08-27T18:34:45Z dc.date.digitalpublicationdate: 2011/01/10 dc.date.citation: 1930 dc.identifier.barcode: 04990010049039 dc.identifier.origpath: /data8/upload/0246/322 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/355580 dc.description.scannerno: 01 dc.description.scanningcentre: C-DAK Kolkata dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 92 dc.format.mimetype: application/pdf dc.language.iso: Bengali dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Nirmalendu Ray Kolkata dc.rights: In Public Domain dc.source.library: Bangiya Sahitya Parishad Kolkata dc.subject.classification: Language. Linguistics. Literature dc.subject.classification: Literature dc.subject.classification: Bengali Poetry. dc.subject.keywords: Janina Achena Path Chalite Chalite dc.subject.keywords: Aaj Kichu Sudhayona More dc.subject.keywords: Kahile Tomari Tare Esechi Abar dc.subject.keywords: Dur Hote Jobe More Bhalobasa Dite dc.subject.keywords: Chiradin Shantihin Parishranta Deha dc.title: Jiban Pathe dc.type: Print - Paper dc.type: Book</p>,https://archive.org/download/in.ernet.dli.2015.355580/2015.355580.Jiban-Pathe.pdf,,Free,#1e3a5f,#f5f1e8,#f59e0b,p-waves
Banfuler Shreshtha Galpo,A free public domain Bengali Literature book,Mukhopadhyay Balaichand,Bengali Literature,free,0,177,Book Source: Digital Library of India Item 2015.354930 dc.contributor.author: Mukhopadhyay Balaichand dc.date.accessioned: 2015-08-27T18:15:01Z dc.date.availabl...,<p>Book Source: Digital Library of India Item 2015.354930 dc.contributor.author: Mukhopadhyay Balaichand dc.date.accessioned: 2015-08-27T18:15:01Z dc.date.available: 2015-08-27T18:15:01Z dc.date.digitalpublicationdate: 2012/03/21 dc.date.citation: 1949 dc.identifier.barcode: 04990010055232 dc.identifier.origpath: /data8/upload/0252/515 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/354930 dc.description.scannerno: SC-2 dc.description.scanningcentre: C-DAK Kolkata dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 306 dc.format.mimetype: application/pdf dc.language.iso: Bengali dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: N. A. dc.rights: In Public Domain dc.source.library: State Central Library Kolkata dc.subject.classification: Literature dc.subject.classification: Bengali Fictions dc.subject.keywords: Bidhata dc.subject.keywords: Baishnab Shakti dc.subject.keywords: Nipunika dc.subject.keywords: Abartaman dc.subject.keywords: Malabadal dc.title: Banfuler Shreshtha Galpo dc.type: Print - Paper dc.type: Book</p>,https://archive.org/download/in.ernet.dli.2015.354930/2015.354930.Banfuler-Shreshtha.pdf,,Free,#1e3a5f,#f5f1e8,#f59e0b,p-waves
Bangalar Itihas Vol. 1 Ed. 2nd,A free public domain Bengali Literature book,Bandapadhyay Rakhaldas,Bengali Literature,free,0,157,Book Source: Digital Library of India Item 2015.354934 dc.contributor.author: Bandapadhyay Rakhaldas dc.date.accessioned: 2015-08-27T18:15:35Z dc.date.available...,<p>Book Source: Digital Library of India Item 2015.354934 dc.contributor.author: Bandapadhyay Rakhaldas dc.date.accessioned: 2015-08-27T18:15:35Z dc.date.available: 2015-08-27T18:15:35Z dc.date.digitalpublicationdate: 2012/01/16 dc.date.citation: 1960 dc.identifier.barcode: 04990010055236 dc.identifier.origpath: /data8/upload/0252/519 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/354934 dc.description.scannerno: SC-2 dc.description.scanningcentre: C-DAK Kolkata dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 344 dc.format.mimetype: application/pdf dc.language.iso: Bengali dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Prabirkumar Bhattacharya dc.rights: In Public Domain dc.source.library: State Central Library Kolkata dc.subject.classification: History dc.subject.classification: India-history dc.subject.keywords: Mourjadhikar O Shakadhikar dc.subject.keywords: Guptadhikar Kal dc.subject.keywords: Pal Bansham dc.subject.keywords: Ariya Bijay dc.subject.keywords: Sen Rajbansham dc.title: Bangalar Itihas Vol. 1 Ed. 2nd dc.type: Print - Paper dc.type: Book</p>,https://archive.org/download/in.ernet.dli.2015.354934/2015.354934.Bangalar-Itihas.pdf,,Free,#1e3a5f,#f5f1e8,#f59e0b,p-waves
Bangla Kobitar Nabajanma,A free public domain Bengali Literature book,Maitra suresh Chandra,Bengali Literature,free,0,148,Book Source: Digital Library of India Item 2015.354946 dc.contributor.author: Maitra suresh Chandra dc.date.accessioned: 2015-08-27T18:16:13Z dc.date.available:...,<p>Book Source: Digital Library of India Item 2015.354946 dc.contributor.author: Maitra suresh Chandra dc.date.accessioned: 2015-08-27T18:16:13Z dc.date.available: 2015-08-27T18:16:13Z dc.date.digitalpublicationdate: 2012/02/14 dc.date.citation: 1962 dc.identifier.barcode: 04990010055246 dc.identifier.origpath: /data8/upload/0252/529 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/354946 dc.description.scannerno: SC-01 dc.description.scanningcentre: C-DAK Kolkata dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 620 dc.format.mimetype: application/pdf dc.language.iso: Bengali dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Supriya Maytra kolkata dc.rights: In Public Domain dc.source.library: State Central Library Kolkata dc.subject.classification: Language. Linguistics. Literature dc.subject.classification: Literature dc.subject.classification: Bengali Essay dc.subject.keywords: Nabin Manush O Nabin Pipasa dc.subject.keywords: Michael Samasamayik Kabita dc.subject.keywords: Jangi Deshaprem dc.subject.keywords: Biharilal dc.subject.keywords: Mahakabyer Bishmriti dc.title: Bangla Kobitar Nabajanma dc.type: Print - Paper dc.type: Book</p>,https://archive.org/details/in.ernet.dli.2015.354946,,Free,#1e3a5f,#f5f1e8,#f59e0b,p-waves
Bangla Upanyaser Kalantar Ed.1st,A free public domain Bengali Literature book,Bandhopadhyay saroj,Bengali Literature,free,0,148,Book Source: Digital Library of India Item 2015.354952 dc.contributor.author: Bandhopadhyay saroj dc.date.accessioned: 2015-08-27T18:16:31Z dc.date.available: 2...,<p>Book Source: Digital Library of India Item 2015.354952 dc.contributor.author: Bandhopadhyay saroj dc.date.accessioned: 2015-08-27T18:16:31Z dc.date.available: 2015-08-27T18:16:31Z dc.date.digitalpublicationdate: 2012/01/2 dc.date.citation: 1961 dc.identifier.barcode: 04990010055251 dc.identifier.origpath: /data8/upload/0252/534 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/354952 dc.description.scannerno: SC-01 dc.description.scanningcentre: C-DAK Kolkata dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 358 dc.format.mimetype: application/pdf dc.language.iso: Bengali dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Sushilkumar Singha kolkata dc.rights: In Public Domain dc.source.library: State Central Library Kolkata dc.subject.classification: Language. Linguistics. Literature dc.subject.classification: Literature dc.subject.classification: Bengali Essay. dc.subject.keywords: Alaler Gharer Dulal dc.subject.keywords: Bankimchandra O Bangla Upanyas dc.subject.keywords: Jagadish Gupta dc.subject.keywords: Sharathchandrer Pratikriya dc.subject.keywords: Rabindranath O Bangla Upanyas dc.title: Bangla Upanyaser Kalantar Ed.1st dc.type: Print - Paper dc.type: Book</p>,https://archive.org/download/in.ernet.dli.2015.354952/2015.354952.Bangla-Upanyaser.pdf,,Free,#1e3a5f,#f5f1e8,#f59e0b,p-waves
Kumari Matir Ghum Bhanglo Vol.2,A free public domain Bengali Literature book,Gupta Satya Tr.,Bengali Literature,free,0,106,Book Source: Digital Library of India Item 2015.355351 dc.contributor.author: Sholokhaph mikhail dc.contributor.author: Gupta Satya Tr. dc.date.accessioned: 201...,<p>Book Source: Digital Library of India Item 2015.355351 dc.contributor.author: Sholokhaph mikhail dc.contributor.author: Gupta Satya Tr. dc.date.accessioned: 2015-08-27T18:29:19Z dc.date.available: 2015-08-27T18:29:19Z dc.date.digitalpublicationdate: 2012/03/12 dc.date.citation: 1960 dc.identifier.barcode: 04990010055574 dc.identifier.origpath: /data8/upload/0252/857 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/355351 dc.description.scannerno: SC-2 dc.description.scanningcentre: C-DAK Kolkata dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 524 dc.format.mimetype: application/pdf dc.language.iso: Bengali dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Suren Dutta Kolkata dc.rights: In Public Domain dc.source.library: State Central Library Kolkata dc.subject.classification: Literature dc.subject.classification: Bengali Essay dc.subject.keywords: Polobhathsebh dc.subject.keywords: Siday dc.subject.keywords: Latiyebhaski dc.subject.keywords: Jeen dc.subject.keywords: Astrobhanbheya dc.title: Kumari Matir Ghum Bhanglo Vol.2 dc.type: Print - Paper dc.type: Book</p>,https://archive.org/download/in.ernet.dli.2015.355351/2015.355351.Kumari-Matir.pdf,,Free,#1e3a5f,#f5f1e8,#f59e0b,p-waves
Rabindra-sahityer Naranari Vol. 1,A free public domain Bengali Literature book,Singharoy Gopimohon,Bengali Literature,free,0,236,Book Source: Digital Library of India Item 2015.356450 dc.contributor.author: Singharoy Gopimohon dc.date.accessioned: 2015-08-27T19:09:20Z dc.date.available: 2...,<p>Book Source: Digital Library of India Item 2015.356450 dc.contributor.author: Singharoy Gopimohon dc.date.accessioned: 2015-08-27T19:09:20Z dc.date.available: 2015-08-27T19:09:20Z dc.date.digitalpublicationdate: 2011/10/15 dc.date.citation: 1960 dc.identifier.barcode: 04990010057425 dc.identifier.origpath: /data8/upload/0254/708 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/356450 dc.description.scannerno: UJPL_02 dc.description.scanningcentre: C-DAK Kolkata dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 360 dc.format.mimetype: application/pdf dc.language.iso: Bengali dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Gopimohon Sinharoy Calcutta. dc.rights: In Public Domain dc.source.library: Uttarpara Jaykrishna Public Library Hooghly dc.subject.classification: Language. Linguistics. Literature dc.subject.classification: Literature dc.subject.classification: Bengali Novel. dc.subject.keywords: Rajlakshmi dc.subject.keywords: Ashalata dc.subject.keywords: Binodini dc.subject.keywords: Mahendra dc.subject.keywords: Gourmohon dc.title: Rabindra-sahityer Naranari Vol. 1 dc.type: Print - Paper dc.type: Book</p>,https://archive.org/download/in.ernet.dli.2015.356450/2015.356450.Rabindra-Sahityer-Naranari.pdf,,Free,#1e3a5f,#f5f1e8,#f59e0b,p-waves
Bigyane Musalmaner Dan Vol. 2 Ed. 1st,A free public domain Bengali Literature book,Ali M. Akbar,Bengali Literature,free,0,222,Book Source: Digital Library of India Item 2015.356459 dc.contributor.author: Ali M. Akbar dc.date.accessioned: 2015-08-27T19:09:42Z dc.date.available: 2015-08-...,<p>Book Source: Digital Library of India Item 2015.356459 dc.contributor.author: Ali M. Akbar dc.date.accessioned: 2015-08-27T19:09:42Z dc.date.available: 2015-08-27T19:09:42Z dc.date.digitalpublicationdate: 2010/11/16 dc.date.citation: 1946 dc.identifier.barcode: 04990010045886 dc.identifier.origpath: /data8/upload/0243/169 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/356459 dc.description.scannerno: 01 dc.description.scanningcentre: C-DAK Kolkata dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 594 dc.format.mimetype: application/pdf dc.language.iso: Bengali dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Rabindanath Mitra Kolkata dc.rights: In Public Domain dc.source.library: Bangiya Sahitya Parishad Kolkata dc.subject.classification: Literature dc.subject.classification: Bengali Essay dc.subject.keywords: Parasya dc.subject.keywords: Gourabsurya dc.subject.keywords: Sultan Mahamud dc.subject.keywords: Gajani dc.subject.keywords: Shikha dc.title: Bigyane Musalmaner Dan Vol. 2 Ed. 1st dc.type: Print - Paper dc.type: Book</p>,https://archive.org/download/in.ernet.dli.2015.356459/2015.356459.Bigyane-Musalmaner.pdf,,Free,#1e3a5f,#f5f1e8,#f59e0b,p-waves
Saiyad Mujteba Ali Rachanabali Vol. 1,A free public domain Bengali Literature book,Mitra gajendrakumar Ed.,Bengali Literature,free,0,183,Book Source: Digital Library of India Item 2015.356464 dc.contributor.author: Mitra gajendrakumar Ed. dc.date.accessioned: 2015-08-27T19:09:51Z dc.date.availabl...,<p>Book Source: Digital Library of India Item 2015.356464 dc.contributor.author: Mitra gajendrakumar Ed. dc.date.accessioned: 2015-08-27T19:09:51Z dc.date.available: 2015-08-27T19:09:51Z dc.date.digitalpublicationdate: 2011/09/8 dc.date.citation: 1949 dc.identifier.barcode: 04990010057437 dc.identifier.origpath: /data8/upload/0254/720 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/356464 dc.description.scannerno: UJPL_01 dc.description.scanningcentre: C-DAK Kolkata dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 392 dc.format.mimetype: application/pdf dc.language.iso: Bengali dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Mitra O Ghosh Pablishars Calcutta dc.rights: In Public Domain dc.source.library: Uttarpara Jaykrishna Public Library Hooghly dc.subject.classification: Language. Linguistics. Literature dc.subject.classification: Literature dc.subject.classification: Bengali Essays Collection. dc.subject.keywords: Panchatantra dc.subject.keywords: Ajab Shahar Kolkata dc.subject.keywords: Kiser Sandhane dc.subject.keywords: Amar Bhandar Ache Bhare dc.subject.keywords: Bede dc.title: Saiyad Mujteba Ali Rachanabali Vol. 1 dc.type: Print - Paper dc.type: Book</p>,https://archive.org/download/in.ernet.dli.2015.356464/2015.356464.Saiyad-Mujteba.pdf,,Free,#1e3a5f,#f5f1e8,#f59e0b,p-waves
A History Of Cynicism,A free public domain Bengali Literature book,R. Dudley Donald,Bengali Literature,free,0,233,Book Source: Digital Library of India Item 2015.362262 dc.contributor.author: R. Dudley Donald dc.date.accessioned: 2015-09-07T19:24:20Z dc.date.available: 2015...,<p>Book Source: Digital Library of India Item 2015.362262 dc.contributor.author: R. Dudley Donald dc.date.accessioned: 2015-09-07T19:24:20Z dc.date.available: 2015-09-07T19:24:20Z dc.date.citation: 1937 dc.identifier.barcode: 148417 dc.identifier.origpath: /data7/upload/0202/561 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/362262 dc.description.scannerno: 5 dc.description.scanningcentre: RMSC IIIT-H dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 248 dc.format.mimetype: application/pdf dc.language.iso: Bengali dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Methuen And Co. Ltd. dc.rights: Not Available dc.source.library: Osmania University dc.subject.classification: Philosophy. Psychology dc.title: A History Of Cynicism dc.type: Print - Paper</p>,https://archive.org/details/in.ernet.dli.2015.362262,,Free,#1e3a5f,#f5f1e8,#f59e0b,p-waves
Rabindranusari Kabisamaj Ed.1st,A free public domain Bengali Literature book,Mukhopadhyay arunkumar,Bengali Literature,free,0,187,Book Source: Digital Library of India Item 2015.355612 dc.contributor.author: Mukhopadhyay arunkumar dc.date.accessioned: 2015-08-27T18:35:52Z dc.date.available...,<p>Book Source: Digital Library of India Item 2015.355612 dc.contributor.author: Mukhopadhyay arunkumar dc.date.accessioned: 2015-08-27T18:35:52Z dc.date.available: 2015-08-27T18:35:52Z dc.date.digitalpublicationdate: 2012/01/30 dc.date.citation: 1959 dc.identifier.barcode: 04990010055787 dc.identifier.origpath: /data8/upload/0253/070 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/355612 dc.description.scannerno: SC-01 dc.description.scanningcentre: C-DAK Kolkata dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 346 dc.format.mimetype: application/pdf dc.language.iso: Bengali dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Amiyoranjan Mukhopadhay kolkata dc.rights: In Public Domain dc.source.library: State Central Library Kolkata dc.subject.classification: Language. Linguistics. Literature dc.subject.classification: Literature dc.subject.classification: Bengali Poetic Collction dc.subject.keywords: Satyendranath Dutta dc.subject.keywords: Jatindramohan Bagchi dc.subject.keywords: Nazrul Islam dc.subject.keywords: Kumudranjan Mallik dc.subject.keywords: Kalidas Ray dc.title: Rabindranusari Kabisamaj Ed.1st dc.type: Print - Paper dc.type: Book</p>,https://archive.org/download/in.ernet.dli.2015.355612/2015.355612.Rabindranusari-Kabisamaj.pdf,,Free,#1e3a5f,#f5f1e8,#f59e0b,p-waves
Raktakamal,A free public domain Bengali Literature book,Mitra Gajendrakumar,Bengali Literature,free,0,190,Book Source: Digital Library of India Item 2015.355638 dc.contributor.author: Mitra Gajendrakumar dc.date.accessioned: 2015-08-27T18:36:33Z dc.date.available: 2...,<p>Book Source: Digital Library of India Item 2015.355638 dc.contributor.author: Mitra Gajendrakumar dc.date.accessioned: 2015-08-27T18:36:33Z dc.date.available: 2015-08-27T18:36:33Z dc.date.digitalpublicationdate: 2012/02/3 dc.date.citation: 1857 dc.identifier.barcode: 04990010055806 dc.identifier.origpath: /data8/upload/0253/089 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/355638 dc.description.scannerno: SC-2 dc.description.scanningcentre: C-DAK Kolkata dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 176 dc.format.mimetype: application/pdf dc.language.iso: Bengali dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Mitra O Ghosh Kolkata dc.rights: In Public Domain dc.source.library: State Central Library Kolkata dc.subject.classification: Literature dc.subject.classification: Bengali Novel dc.subject.keywords: Ajimulla dc.subject.keywords: Huilar Saheb dc.subject.keywords: Mahabiplaber Kahini dc.subject.keywords: Kashi dc.subject.keywords: Kanpur dc.title: Raktakamal dc.type: Print - Paper dc.type: Book</p>,https://archive.org/details/in.ernet.dli.2015.355638,,Free,#1e3a5f,#f5f1e8,#f59e0b,p-waves
Bhatiali Ed.2nd,A free public domain Bengali Literature book,Gangopadhyay narayan,Bengali Literature,free,0,195,Book Source: Digital Library of India Item 2015.355018 dc.contributor.author: Gangopadhyay narayan dc.date.accessioned: 2015-08-27T18:19:16Z dc.date.available: ...,<p>Book Source: Digital Library of India Item 2015.355018 dc.contributor.author: Gangopadhyay narayan dc.date.accessioned: 2015-08-27T18:19:16Z dc.date.available: 2015-08-27T18:19:16Z dc.date.digitalpublicationdate: 2012/02/7 dc.date.citation: 1959 dc.identifier.barcode: 04990010055304 dc.identifier.origpath: /data8/upload/0252/587 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/355018 dc.description.scannerno: SC-01 dc.description.scanningcentre: C-DAK Kolkata dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 126 dc.format.mimetype: application/pdf dc.language.iso: Bengali dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Biraswar Basu kolkata dc.rights: In Public Domain dc.source.library: State Central Library Kolkata dc.subject.classification: Language. Linguistics. Literature dc.subject.classification: Literature dc.subject.classification: Bengali Literary Works dc.subject.keywords: Anek Beshi Akash dc.subject.keywords: Palayan dc.subject.keywords: Harmader Ak Rat dc.subject.keywords: Basanta Bilas Kabhyam dc.subject.keywords: Abhinay dc.title: Bhatiali Ed.2nd dc.type: Print - Paper dc.type: Book</p>,https://archive.org/download/in.ernet.dli.2015.355018/2015.355018.Bhatiali-Ed2nd.pdf,,Free,#1e3a5f,#f5f1e8,#f59e0b,p-waves
Saptaparna,A free public domain Bengali Literature book,Ray Kiran Shankar,Bengali Literature,free,0,316,Book Source: Digital Library of India Item 2015.355712 dc.contributor.author: Ray Kiran Shankar dc.date.accessioned: 2015-08-27T18:38:35Z dc.date.available: 201...,<p>Book Source: Digital Library of India Item 2015.355712 dc.contributor.author: Ray Kiran Shankar dc.date.accessioned: 2015-08-27T18:38:35Z dc.date.available: 2015-08-27T18:38:35Z dc.date.digitalpublicationdate: 2012/02/6 dc.date.citation: 1956 dc.identifier.barcode: 04990010055867 dc.identifier.origpath: /data8/upload/0253/150 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/355712 dc.description.scannerno: SC-02 dc.description.scanningcentre: C-DAK Kolkata dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 180 dc.format.mimetype: application/pdf dc.language.iso: Bengali dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: K.l. Mukhopadhya Kolkata dc.rights: In Public Domain dc.source.library: State Central Library Kolkata dc.subject.classification: Language. Linguistics. Literature dc.subject.classification: Literature dc.subject.classification: Bengali Fiction dc.subject.keywords: Kahini dc.subject.keywords: Kabir Biday dc.subject.keywords: Sahitya Sabha dc.subject.keywords: Swapanpasari dc.subject.keywords: Khemi dc.title: Saptaparna dc.type: Print - Paper dc.type: Book</p>,https://archive.org/download/in.ernet.dli.2015.355712/2015.355712.Saptaparna.pdf,,Free,#1e3a5f,#f5f1e8,#f59e0b,p-waves
Saral Bharatiya Shikshar Bartaman Samashya,A free public domain Bengali Literature book,Bardhan Ashim,Bengali Literature,free,0,80,Book Source: Digital Library of India Item 2015.355716 dc.contributor.author: Bardhan Ashim dc.date.accessioned: 2015-08-27T18:39:01Z dc.date.available: 2015-08...,<p>Book Source: Digital Library of India Item 2015.355716 dc.contributor.author: Bardhan Ashim dc.date.accessioned: 2015-08-27T18:39:01Z dc.date.available: 2015-08-27T18:39:01Z dc.date.digitalpublicationdate: 2012/01/13 dc.date.citation: 1961 dc.identifier.barcode: 04990010055870 dc.identifier.origpath: /data8/upload/0253/153 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/355716 dc.description.scannerno: SC-2 dc.description.scanningcentre: C-DAK Kolkata dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 352 dc.format.mimetype: application/pdf dc.language.iso: Bengali dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Tejendranath Molik dc.rights: In Public Domain dc.source.library: State Central Library Kolkata dc.subject.classification: Social Sciences dc.subject.classification: Education dc.subject.keywords: Bharate Shiksha Paddhati dc.subject.keywords: Prathamih Shikshar Samasya dc.subject.keywords: Madhyamik Shikshar Samasya dc.subject.keywords: Pratibandhider Shiksha dc.subject.keywords: Arthanaitik Bhitti dc.title: Saral Bharatiya Shikshar Bartaman Samashya dc.type: Print - Paper dc.type: Book</p>,https://archive.org/download/in.ernet.dli.2015.355716/2015.355716.Saral-Bharatiya.pdf,,Free,#1e3a5f,#f5f1e8,#f59e0b,p-waves
Sarbajanin Ed.1st,A free public domain Bengali Literature book,Bandhopadhyay manik,Bengali Literature,free,0,276,Book Source: Digital Library of India Item 2015.355719 dc.contributor.author: Bandhopadhyay manik dc.date.accessioned: 2015-08-27T18:39:08Z dc.date.available: 2...,<p>Book Source: Digital Library of India Item 2015.355719 dc.contributor.author: Bandhopadhyay manik dc.date.accessioned: 2015-08-27T18:39:08Z dc.date.available: 2015-08-27T18:39:08Z dc.date.digitalpublicationdate: 2012/02/22 dc.date.citation: 1952 dc.identifier.barcode: 04990010055872 dc.identifier.origpath: /data8/upload/0253/155 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/355719 dc.description.scannerno: SC-01 dc.description.scanningcentre: C-DAK Kolkata dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 264 dc.format.mimetype: application/pdf dc.language.iso: Bengali dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Gopal Majumder kolkata dc.rights: In Public Domain dc.source.library: State Central Library Kolkata dc.subject.classification: Language. Linguistics. Literature dc.subject.classification: Literature dc.subject.classification: Bengali Novel. dc.subject.keywords: Barun dc.subject.keywords: Renuka dc.subject.keywords: Parameswar dc.subject.keywords: Naresh dc.subject.keywords: Sadananda dc.title: Sarbajanin Ed.1st dc.type: Print - Paper dc.type: Book</p>,https://archive.org/download/in.ernet.dli.2015.355719/2015.355719.Sarbajanin-Ed1st.pdf,,Free,#1e3a5f,#f5f1e8,#f59e0b,p-waves
Galpo-panchasath Ed.1st,A free public domain Bengali Literature book,Bandhopadhyay Tarashankar,Bengali Literature,free,0,287,Book Source: Digital Library of India Item 2015.355191 dc.contributor.author: Bandhopadhyay Tarashankar dc.date.accessioned: 2015-08-27T18:24:11Z dc.date.availa...,<p>Book Source: Digital Library of India Item 2015.355191 dc.contributor.author: Bandhopadhyay Tarashankar dc.date.accessioned: 2015-08-27T18:24:11Z dc.date.available: 2015-08-27T18:24:11Z dc.date.digitalpublicationdate: 2012/02/1 dc.date.citation: 1960 dc.identifier.barcode: 04990010055444 dc.identifier.origpath: /data8/upload/0252/727 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/355191 dc.description.scannerno: SC-2 dc.description.scanningcentre: C-DAK Kolkata dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 918 dc.format.mimetype: application/pdf dc.language.iso: Bengali dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Mukundh Publishers dc.rights: In Public Domain dc.source.library: State Central Library Kolkata dc.subject.classification: Literature dc.subject.classification: Bengali Tale dc.subject.keywords: Nari O Nagini dc.subject.keywords: Kamdhenu dc.subject.keywords: Jatayu dc.subject.keywords: Bedeni dc.subject.keywords: Jalsaghar dc.title: Galpo-panchasath Ed.1st dc.type: Print - Paper dc.type: Book</p>,https://archive.org/download/in.ernet.dli.2015.355191/2015.355191.Galpo-Panchasath-Ed1st.pdf,,Free,#1e3a5f,#f5f1e8,#f59e0b,p-waves
Galpo Sangraha Vol. 1,A free public domain Bengali Literature book,Gorki macsim,Bengali Literature,free,0,121,Book Source: Digital Library of India Item 2015.355195 dc.contributor.author: Gorki macsim dc.date.accessioned: 2015-08-27T18:24:18Z dc.date.available: 2015-08-...,<p>Book Source: Digital Library of India Item 2015.355195 dc.contributor.author: Gorki macsim dc.date.accessioned: 2015-08-27T18:24:18Z dc.date.available: 2015-08-27T18:24:18Z dc.date.digitalpublicationdate: 2012/01/25 dc.date.citation: 1954 dc.identifier.barcode: 04990010055447 dc.identifier.origpath: /data8/upload/0252/730 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/355195 dc.description.scannerno: SC-2 dc.description.scanningcentre: C-DAK Kolkata dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 216 dc.format.mimetype: application/pdf dc.language.iso: Bengali dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Bimal Mtra dc.rights: In Public Domain dc.source.library: State Central Library Kolkata dc.subject.classification: Literature dc.subject.classification: Bengali Story Collection dc.subject.keywords: Jharer Pakhir Gan dc.subject.keywords: Chelkash dc.subject.keywords: Nabajatak dc.subject.keywords: Jibaner Adhidebatara dc.subject.keywords: Rajadhiraj Darshan dc.title: Galpo Sangraha Vol. 1 dc.type: Print - Paper dc.type: Book</p>,https://archive.org/download/in.ernet.dli.2015.355195/2015.355195.Galpo-Sangraha.pdf,,Free,#1e3a5f,#f5f1e8,#f59e0b,p-waves
